date_of_receipt_of_the_order,delivery_address,confectioner_id,courier_id,customer_id,discount_id,package_id
2018-05-07 21:12:50Z,Under  Hill,710,754,1324,1374,1211
2011-06-10 22:23:33Z,Norland  Pass,554,1582,621,739,1025
2010-12-03 10:18:50Z,Caldwell   Tunnel,1498,486,1715,1683,448
2022-08-21 11:35:26Z,Buttonwood Tunnel,732,1314,5,1563,297
2011-03-11 16:01:07Z,Castlereagh   Alley,1186,161,79,915,116
2011-09-08 19:44:32Z,West Lane,154,1255,839,1658,1527
2021-07-13 22:54:56Z,Besson  Road,8,850,1307,735,1462
2021-12-27 08:36:49Z,Lake Way,1360,1300,1554,1604,1532
2021-11-20 08:45:41Z,Yorkshire  Avenue,890,1161,749,725,638
2014-04-05 18:01:12Z,Aspen Alley,1180,154,1229,1607,1381
2015-03-08 21:22:55Z,Aberavon  Grove,966,1894,1538,105,1923
2011-07-29 01:33:11Z,Beaumont  Crossroad,1014,1959,147,1985,738
2017-11-03 01:47:48Z,King William  Crossroad,1236,120,1400,376,1924
2012-11-29 21:49:18Z,Baylis  Hill,4,195,854,1186,534
2014-10-04 15:55:38Z,Arundel   Pass,1504,1139,1269,1461,1396
2010-05-22 07:20:07Z,St. Jamess  Street,1239,658,1419,704,1547
2012-01-24 19:36:20Z,Abbey   Way,1903,1956,1952,1131,1552
2014-05-17 15:06:52Z,Carolina  Boulevard,1727,615,261,1106,464
2016-11-01 21:31:57Z,Railroad Grove,1648,955,197,1766,1829
2017-09-12 12:04:01Z,Biggerstaff   Pass,292,1236,1313,1508,266
2013-04-20 22:39:01Z,Capeners  Hill,589,931,804,443,442
2022-01-18 07:40:48Z,Jackson Avenue,1044,309,997,935,1785
2015-06-26 01:34:47Z,Bekesbourne   Vale,203,324,1025,1793,955
2015-02-11 15:32:18Z,Lexington Street,535,367,1265,963,1386
2014-10-30 13:43:20Z,Apothecary   Pass,1281,192,1005,512,1330
2014-09-12 12:34:26Z,Udall   Drive,317,729,480,1417,649
2015-11-04 21:01:16Z,Timothy  Grove,672,1773,630,1669,823
2019-06-22 16:57:04Z,Blenkarne  Walk,713,1043,834,788,444
2019-06-19 07:58:43Z,Cadogan  Pass,600,51,537,483,1968
2010-08-12 03:47:19Z,Cavaye  Road,432,1519,1231,1882,1661
2022-05-07 19:50:27Z,Chapel  Pass,777,16,1437,584,1860
2012-12-16 04:41:17Z,Lake Walk,1171,1173,579,1133,341
2019-09-05 15:47:15Z,Ben   Rue,637,611,1315,1557,562
2021-09-01 08:09:51Z,Yorkshire  Route,1158,1274,522,1045,1385
2011-07-10 21:34:36Z,Apollo  Alley,857,348,58,1303,528
2020-02-19 01:11:39Z,Elf  Walk,1412,1378,826,1268,303
2022-04-23 07:20:08Z,Sherlock   Way,404,16,1304,612,1295
2010-09-05 12:52:40Z,Blackwall  Lane,507,1754,967,1499,1258
2018-03-28 13:04:39Z,Blake  Tunnel,1559,1861,1143,220,117
2022-07-20 22:15:15Z,Cardinal Drive,1608,1944,42,1998,1916
2011-09-21 00:38:45Z,Marischal  Avenue,1639,871,1072,301,803
2014-02-18 15:45:03Z,Union  Vale,1830,456,1443,1468,1075
2022-12-01 13:53:24Z,Heritage Street,583,147,1023,1458,1259
2018-10-13 10:02:01Z,Champion  Crossroad,579,223,272,1148,1815
2017-04-30 15:34:28Z,Carnegie   Hill,1363,115,1585,556,448
2017-09-25 00:03:51Z,Kinglake  Grove,1184,289,925,1278,1345
2018-12-12 00:19:01Z,Andrews  Route,83,1877,1220,1196,1927
2011-02-12 00:13:48Z,Collingwood  Way,1518,783,908,1872,704
2015-11-15 19:58:56Z,Aspen Crossroad,1689,1038,1983,223,538
2021-08-01 22:34:09Z,Charterhouse  Vale,567,33,1708,1336,1251
2018-03-16 21:02:37Z,Blean   Lane,1914,771,142,370,1473
2014-05-16 12:27:01Z,Thorndike   Hill,333,189,182,1213,1704
2020-08-14 02:15:14Z,East Alley,1260,217,876,164,1368
2020-09-27 05:02:54Z,Birkbeck  Rue,1910,1124,1213,81,168
2012-01-04 14:01:40Z,Bellenden   Rue,1465,1700,1519,1154,38
2020-02-16 03:53:22Z,Cliff  Avenue,1772,1510,1925,1494,1309
2018-06-24 16:14:58Z,Lexington Boulevard,932,278,1058,1,1623
2019-07-13 22:36:12Z,Glenwood Hill,1881,752,1176,645,214
2020-06-29 10:53:00Z,Caslon   Walk,916,1352,1702,156,674
2016-07-01 22:17:25Z,Magnolia Vale,778,768,1242,97,38
2022-07-28 09:55:44Z,Champion  Walk,693,1628,1174,318,665
2017-02-02 21:47:04Z,Rosewood Avenue,1400,1362,1706,298,1468
2015-02-24 10:37:53Z,King William  Drive,1537,1973,409,1402,118
2020-04-02 10:29:04Z,Cavell   Road,1324,659,75,982,357
2012-03-06 10:22:36Z,Thurloe   Rue,1745,1367,1880,390,1739
2013-01-12 00:27:07Z,Bempton   Hill,698,91,1201,1909,1262
2016-04-28 03:20:34Z,Udall   Grove,1316,38,1047,223,487
2012-10-31 07:11:31Z,Chatfield  Hill,207,228,1042,1522,1727
2021-12-11 05:29:35Z,Aberavon  Street,266,1961,1983,1781,448
2016-12-21 21:14:16Z,Wadham  Street,848,51,1843,1343,1516
2022-11-13 18:09:55Z,Chelsea Manor  Lane,1623,1883,973,868,1740
2018-02-03 04:05:04Z,Bacton   Avenue,862,1772,1086,240,705
2022-12-04 17:13:16Z,Bury  Rue,1746,1380,991,1679,385
2012-02-03 05:41:26Z,Besson  Lane,494,338,100,808,1579
2018-08-28 07:02:10Z,Black Swan  Route,1833,1189,71,258,1277
2018-04-14 18:22:41Z,Canon Avenue,311,138,1593,1876,62
2015-08-06 01:50:22Z,Fairview Avenue,987,1279,748,140,1897
2012-08-28 02:53:13Z,Blean   Crossroad,935,1546,1801,1608,127
2016-10-15 14:53:04Z,Beaumont  Lane,1442,27,1962,1215,1703
2018-04-04 20:58:19Z,Fieldstone Road,832,203,792,1509,1138
2018-12-15 13:16:46Z,Bermondsey    Boulevard,591,1203,47,76,454
2014-10-10 12:13:27Z,Tilloch   Street,1139,1837,721,177,682
2014-08-03 10:00:14Z,Howard Grove,865,715,1599,816,617
2022-05-23 21:18:46Z,Cavendish Vale,741,1436,759,1168,1627
2015-04-23 12:27:06Z,Empress  Pass,444,1063,955,789,961
2014-07-11 05:47:46Z,Clyde Avenue,1708,339,1332,476,1637
2010-10-07 13:18:08Z,Cavendish Rue,847,1096,1285,1418,1513
2017-01-03 01:27:46Z,Thrale   Avenue,1396,272,537,1860,1828
2016-02-24 13:04:57Z,Cliffords  Way,1716,1728,421,1836,1152
2017-08-30 10:52:46Z,Bendmore  Street,1077,216,1859,1503,1542
2017-09-08 16:44:19Z,Thrale   Walk,729,942,1060,1938,1777
2011-11-18 02:43:03Z,Bellenden   Drive,1610,1380,1556,998,1676
2022-07-08 10:58:53Z,Lincoln Rue,950,1194,321,2,325
2019-02-13 22:22:13Z,Camdenhurst   Lane,164,999,1478,776,1213
2019-02-10 07:45:03Z,Hampden  Rue,1141,606,480,1947,545
2019-10-15 16:16:20Z,Caslon   Crossroad,1362,1992,1865,1618,1775
2022-10-07 09:44:39Z,Tilloch   Hill,1844,1216,557,1519,900
2014-08-20 17:38:07Z,Gatonby   Lane,1566,54,1715,1522,378
2015-07-31 05:38:56Z,Heritage Road,497,1637,1486,910,1595
2020-07-28 08:22:18Z,Birkin   Route,1974,762,1263,1390,1026
2013-12-09 08:29:40Z,Longman   Drive,1481,426,1812,1903,253
2020-04-23 22:30:01Z,Gate   Hill,1731,720,920,34,1989
2017-04-06 22:18:44Z,Castle Crossroad,785,79,953,260,988
2021-11-28 21:16:26Z,Coleman  Route,599,156,1060,1098,1692
2018-12-06 12:23:46Z,Oxford Road,900,1030,543,470,992
2014-01-02 18:32:21Z,Sherwood  Route,1730,1641,1733,950,1992
2013-11-22 01:34:44Z,Adderley   Vale,1010,121,764,974,892
2019-04-07 06:44:20Z,Cephas  Crossroad,699,1179,1923,1717,518
2015-06-18 14:26:52Z,Abbey   Grove,1851,426,1418,1365,743
2018-12-23 05:20:12Z,Geffrye   Vale,553,21,422,1705,19
2021-03-17 02:16:36Z,Dunton  Way,55,943,555,1027,276
2010-07-13 14:57:18Z,Besson  Street,178,269,339,1556,1526
2014-06-10 13:29:58Z,Clifton  Hill,416,626,1902,1295,812
2015-05-05 17:20:36Z,Meadow Walk,668,372,475,811,1715
2017-03-08 04:42:14Z,Elia   Vale,188,1842,153,1367,463
2011-04-16 17:41:07Z,Bacon  Road,939,528,1928,1124,981
2018-04-02 05:12:56Z,West Walk,545,1601,1967,1081,716
2016-04-15 00:16:16Z,Longmoore   Hill,144,438,61,1142,1445
2012-05-02 15:34:54Z,Thomas More   Street,638,1432,1947,882,592
2010-10-22 13:28:01Z,Cloth  Pass,567,1297,552,1400,1381
2019-08-21 06:39:49Z,Calshot   Rue,1773,384,1491,1064,1839
2021-11-10 01:32:22Z,Wager   Hill,125,964,535,1134,1833
2012-06-10 22:41:46Z,Blackwall  Hill,649,1871,763,591,46
2016-05-10 21:17:14Z,Coalecroft  Crossroad,1286,1658,1564,1391,1528
2011-11-08 15:26:28Z,Durham Tunnel,1441,1172,1587,865,248
2020-09-20 02:41:08Z,Magnolia Route,638,1735,1619,301,1249
2021-07-26 12:37:04Z,Bazely   Vale,362,1678,876,1570,442
2015-07-05 18:01:20Z,Waldram Park  Lane,98,430,1590,1003,1180
2014-09-30 02:12:31Z,Belmore  Boulevard,553,1020,1828,1771,1227
2016-09-25 17:52:50Z,Sheffield Road,1129,810,1909,1988,678
2017-11-07 15:52:06Z,Parkfields Hill,769,1638,1190,710,247
2013-11-23 04:31:51Z,Longman   Lane,1683,1125,1855,1741,670
2020-07-12 06:14:26Z,York Route,5,1300,780,1093,1191
2010-05-05 11:31:38Z,Chamberlain  Vale,1480,252,191,582,518
2015-02-19 11:41:18Z,Bendall   Boulevard,1344,1127,785,133,937
2013-06-30 19:34:50Z,Ely  Hill,1999,1633,1889,1929,1153
2019-02-24 03:02:20Z,Catherine  Pass,1408,1645,1604,1550,88
2017-03-02 20:45:44Z,Beatty  Pass,1302,1955,1653,309,1059
2017-04-02 05:39:03Z,Vincent  Route,368,253,557,693,588
2020-08-21 17:31:15Z,Kingly  Boulevard,1864,1718,1139,529,1386
2012-12-03 07:39:05Z,Rosewood Lane,570,332,1933,277,844
2012-04-08 13:48:39Z,Bond Grove,640,1277,1352,993,1395
2013-05-08 02:58:12Z,Coalecroft  Route,699,91,1934,1169,530
2021-03-29 22:21:22Z,Birkbeck  Route,594,1682,226,759,311
2015-02-26 13:54:25Z,Mariner  Boulevard,972,1078,1862,1176,394
2016-11-08 01:34:05Z,Carol   Avenue,1790,1632,1842,343,1674
2021-10-27 17:49:17Z,Elba  Tunnel,1879,684,1669,768,636
2011-05-02 15:23:16Z,Elia   Pass,68,1119,856,1307,1354
2018-09-07 10:18:47Z,Aylward   Way,1634,1892,593,917,1967
2017-04-08 15:11:35Z,Gate   Pass,495,1198,1179,1506,1625
2012-09-20 21:52:40Z,Rosewood Avenue,319,1565,724,1487,368
2013-01-08 01:21:58Z,Angrave    Vale,701,1049,1777,175,1719
2011-07-19 03:41:05Z,Meadow Route,632,624,1657,129,1847
2021-02-11 05:21:53Z,Union  Alley,623,1573,1028,194,480
2014-11-18 10:06:13Z,Bury  Lane,259,498,130,1729,1451
2014-07-19 19:44:57Z,Rivervalley Vale,1547,933,100,1830,239
2014-01-06 05:06:36Z,Wadham  Rue,535,426,204,1147,1525
2021-06-03 17:14:57Z,Yoakley Road,783,365,1159,1998,118
2011-09-08 20:31:09Z,Queen Caroline   Rue,359,27,95,95,650
2013-05-01 03:52:07Z,Arline    Road,886,1963,1704,1525,305
2017-08-19 21:58:43Z,Camelot   Drive,1495,151,1734,671,240
2013-04-01 02:11:04Z,Betton  Tunnel,1188,68,178,1052,1431
2017-03-14 11:05:05Z,Chatsworth  Tunnel,693,1479,1196,295,593
2022-09-15 07:34:09Z,Cliffords  Tunnel,373,531,1944,360,1979
2011-10-09 20:47:54Z,Mariner  Boulevard,410,775,1637,1347,1252
2021-04-30 09:29:37Z,Collins  Drive,920,1457,256,1474,1945
2022-05-25 02:51:29Z,Parkgate  Avenue,698,1694,1646,1108,1072
2017-05-02 08:11:16Z,Antrobus   Way,48,1069,422,658,1245
2014-07-27 10:11:39Z,Lexington Lane,411,1611,487,105,505
2012-02-16 21:41:03Z,Garfield Pass,1364,77,1942,1700,145
2014-05-13 19:07:25Z,Rivervalley Lane,1653,1410,1186,1053,1288
2014-04-22 17:25:18Z,Gathorne   Grove,889,1284,36,621,967
2014-01-20 04:14:34Z,Adams  Avenue,525,1705,345,716,1544
2013-08-19 02:21:31Z,Chatfield  Crossroad,615,1958,1077,919,1451
2016-10-02 14:55:36Z,Spruce Crossroad,480,1188,658,1665,1523
2021-01-27 11:54:10Z,Beechen  Crossroad,702,885,1480,708,573
2017-04-07 11:18:55Z,Belgrave  Walk,1204,669,78,1544,49
2017-08-14 15:37:38Z,Coalecroft  Way,792,1226,1157,58,1879
2016-09-25 06:49:36Z,Abbotswell  Route,881,1256,192,1438,744
2013-01-13 01:26:18Z,Chester      Avenue,886,1984,1989,1587,1978
2020-10-04 21:14:31Z,Edwin   Grove,1456,93,255,1551,515
2018-01-19 22:02:06Z,Calverley  Boulevard,476,1787,822,1352,611
2012-10-14 10:34:11Z,Sheringham   Pass,1772,341,1173,68,292
2016-11-15 09:53:22Z,Cable    Hill,1958,1799,100,1183,1192
2022-09-07 10:29:15Z,Black Swan  Walk,222,1508,202,766,626
2016-10-14 16:46:56Z,Cobden  Route,24,321,1914,379,448
2016-02-27 09:36:12Z,Fairview Route,1412,1828,1023,1253,1428
2018-01-13 10:08:41Z,Edwin   Lane,237,119,1664,1865,1526
2012-10-21 20:10:34Z,Becher  Lane,1223,1775,1778,1269,814
2019-10-11 22:03:38Z,Carnegie   Route,1403,97,374,1743,1372
2020-07-03 02:18:47Z,Blackpool  Hill,188,84,1795,714,582
2019-03-27 04:41:01Z,Bicknell  Grove,1633,606,1247,1474,160
2012-09-28 16:10:37Z,Westbourne Boulevard,1439,716,1568,1492,1783
2016-11-19 02:04:15Z,Oxford Drive,152,1587,1695,1473,101
2015-12-29 05:49:55Z,Castle Way,516,463,1767,496,1897
2019-06-22 20:35:36Z,Sundown Boulevard,1540,645,1080,1145,1090
2020-08-23 15:35:55Z,English   Tunnel,1749,455,1659,1779,686
2012-02-03 06:55:46Z,Blenkarne  Pass,217,201,1105,1724,1287
2017-07-19 08:11:39Z,Bellenden   Way,1452,48,1051,394,955
2021-11-27 09:09:20Z,Cadogan  Alley,1939,714,1313,837,119
2015-01-05 16:19:40Z,English   Alley,41,428,880,40,1366
2012-04-13 02:13:44Z,Spruce Pass,493,1002,1611,729,293
2018-11-18 07:29:37Z,Fairholt   Alley,41,261,392,411,451
2016-10-11 22:27:19Z,Woodland Alley,1245,7,623,1514,915
2013-01-11 05:02:06Z,Falconberg   Street,426,222,312,1225,1390
2013-02-09 01:58:11Z,Falconberg   Street,1813,388,619,1648,955
2022-05-08 13:13:16Z,Birkenhead   Lane,283,1756,1605,106,779
2012-12-06 02:14:34Z,Carol   Street,1572,1835,171,100,1226
2020-09-28 17:24:20Z,Blendon    Street,849,194,236,895,1267
2019-10-27 07:27:51Z,Victorian  Pass,593,1938,556,1620,1284
2021-01-17 18:51:55Z,Beaumont  Route,1364,816,784,1477,856
2014-05-21 17:28:51Z,Blean   Tunnel,1854,908,1411,1870,1883
2017-09-10 08:55:07Z,Eldon  Way,144,1242,232,1543,1606
2012-05-25 20:34:27Z,Glenwood Lane,31,829,1420,112,1789
2014-04-05 22:41:23Z,Aspen Hill,61,84,1647,209,1413
2021-10-20 05:30:00Z,Westbourne Avenue,120,672,1541,1246,1312
2016-12-12 13:34:16Z,Timothy  Hill,39,877,582,451,1772
2019-01-22 00:57:24Z,Bagford   Lane,1065,1182,148,1895,1397
2016-03-18 22:21:55Z,Sundown Pass,1033,710,748,570,544
2018-09-24 10:07:47Z,Dunstans  Crossroad,936,46,771,1626,963
2010-04-14 12:29:02Z,Berry  Drive,335,1607,360,1098,1416
2020-11-11 02:34:54Z,Becklow  Crossroad,594,1844,1872,1703,1202
2015-07-11 08:31:16Z,Calderwood   Grove,1402,247,103,1125,1771
2022-12-13 22:48:26Z,Blendon    Drive,1065,375,1140,211,1446
2022-07-11 13:01:12Z,Enford   Alley,1197,1451,927,1753,1260
2015-06-20 02:08:30Z,Hickory Lane Tunnel,1450,206,114,995,292
2022-05-07 02:36:05Z,Blackwall  Street,688,779,1497,563,992
2019-02-14 09:54:14Z,Andsell    Lane,1264,1049,651,198,18
2014-10-06 12:42:18Z,Carlisle  Grove,507,925,935,97,451
2020-08-19 14:55:35Z,Bocking   Pass,757,764,148,257,697
2022-01-07 09:43:34Z,Bazely   Walk,1630,941,1064,345,94
2022-03-25 16:04:21Z,Chambers  Alley,1749,273,572,1628,895
2016-03-10 13:16:18Z,Queen Grove,1746,293,1887,51,1761
2010-03-26 14:18:33Z,Collingwood  Tunnel,925,1295,1993,1033,107
2020-01-11 16:11:30Z,Lexington Pass,590,1014,1875,1684,1069
2016-03-15 21:09:17Z,Eldon  Lane,701,1194,772,458,43
2010-10-13 16:26:02Z,Ayres   Avenue,1269,1347,1277,1634,1862
2015-07-02 18:33:07Z,Chapel  Route,218,1703,873,175,78
2016-04-12 03:22:23Z,Balfe   Boulevard,1127,594,799,262,1649
2019-10-01 14:28:04Z,Dunsley  Boulevard,1534,1745,529,407,1434
2017-02-06 11:21:42Z,Bicknell  Hill,1932,977,1069,1584,1867
2010-04-13 05:17:39Z,Cloth  Tunnel,607,221,684,836,1601
2017-10-11 01:54:37Z,Chelsea Manor  Boulevard,1531,169,1128,1646,1670
2019-12-15 13:51:02Z,Enford   Hill,64,662,1822,1193,65
2020-08-10 14:14:46Z,Fairview Boulevard,993,1138,308,1723,599
2019-09-11 20:18:47Z,Coal Wharf  Tunnel,1227,1445,900,457,222
2012-06-04 10:41:46Z,Thomas  Pass,1518,157,22,1014,409
2017-05-10 05:17:23Z,Cavendish Drive,878,1176,1990,1339,1946
2016-01-25 19:57:43Z,Collent   Route,1579,1434,377,293,1608
2019-03-04 10:46:04Z,Bekesbourne   Boulevard,1516,1619,151,1701,1584
2017-01-15 07:04:29Z,Commercial  Pass,1263,567,1723,467,882
2012-10-09 00:49:47Z,Blenkarne  Road,723,578,587,638,116
2019-11-26 12:50:35Z,Boadicea   Route,179,1659,371,1188,245
2018-10-07 07:37:38Z,Bazely   Way,115,172,1809,570,1142
2013-06-09 05:46:14Z,Cheney  Alley,1503,897,1573,1115,947
2016-04-17 13:31:38Z,Camley   Boulevard,477,389,64,97,1694
2011-03-08 07:31:10Z,Ampton  Walk,1441,463,416,828,1545
2012-06-25 06:37:48Z,Coley  Way,1973,157,1473,1614,1130
2012-08-11 19:02:06Z,Carlton  Avenue,1503,1695,1420,506,1046
2015-06-04 03:26:42Z,Dunton  Avenue,1950,1456,1111,699,119
2019-03-31 08:16:00Z,Kingly  Vale,1249,416,1907,623,81
2016-11-01 02:41:07Z,Beechen  Street,458,959,720,1408,1039
2018-09-06 19:29:21Z,Vintners  Road,952,206,18,504,431
2011-11-03 02:38:49Z,Blomfield  Vale,1260,447,1004,599,424
2014-11-25 14:19:01Z,Fairfield  Road,1568,999,152,1978,711
2012-06-28 16:25:30Z,Canal  Rue,1220,1464,1701,605,1576
2014-01-13 22:34:27Z,Bedford  Way,123,1698,274,404,441
2015-12-06 10:52:02Z,Queen Caroline   Hill,889,638,1019,352,452
2020-03-19 21:55:24Z,Blore  Street,1952,1226,1540,897,1818
2017-08-27 06:20:26Z,Kinglake  Route,328,876,453,1705,308
2022-08-16 06:56:37Z,Littlebury  Street,130,575,1064,1586,1224
2011-02-05 04:38:31Z,Epworth  Hill,1699,1746,1047,863,1544
2017-02-09 20:34:40Z,Besson  Hill,107,310,143,1899,747
2018-03-19 21:39:27Z,Arbutus   Tunnel,1541,1097,966,1832,233
2022-09-11 04:08:46Z,Vintners  Vale,1191,1177,707,658,1445
2012-08-03 16:03:03Z,Baylis  Street,1036,468,755,1443,1325
2019-03-30 13:40:50Z,Becklow  Vale,1116,206,1950,1897,1711
2015-08-07 20:21:31Z,Meadow Alley,1777,1118,965,1193,89
2021-10-27 17:56:23Z,Apothecary   Alley,1143,61,498,1078,789
2014-02-01 11:34:05Z,Caldwell   Route,887,62,502,708,1547
2014-06-19 06:09:40Z,Longman   Drive,876,691,1636,478,133
2018-09-01 15:55:53Z,Chapel  Walk,996,1062,1890,1399,633
2010-06-22 13:51:56Z,Aylward   Avenue,975,232,904,692,1381
2011-10-06 09:39:13Z,Blue Anchor  Route,1175,1185,1806,1442,311
2013-03-24 19:54:09Z,Glenwood Road,1312,1065,1439,818,149
2010-05-08 05:33:48Z,Hampden  Crossroad,1929,1715,1404,1574,1440
2022-09-10 11:30:14Z,Queensberry  Alley,268,1887,705,1592,1191
2021-06-12 07:01:01Z,Church Walk,912,919,1838,1252,563
2010-10-20 08:24:39Z,Bigland  Way,1446,1255,92,38,737
2016-11-11 19:24:37Z,Abbotswell  Lane,1104,798,1552,113,556
2015-08-10 08:13:46Z,Betton  Lane,389,804,486,1735,189
2019-01-13 10:08:48Z,Abbotswell  Tunnel,1027,441,1450,1501,1154
2016-08-28 18:09:36Z,Calshot   Boulevard,1115,1814,1040,1700,451
2020-03-10 21:02:26Z,King Lane,1639,867,1287,1552,1001
2015-08-22 03:56:29Z,Chatfield  Grove,627,1771,1111,663,1054
2021-02-07 19:23:36Z,Ernest  Hill,1777,1688,671,696,488
2016-02-09 15:10:45Z,Maple Vale,1230,802,584,214,1602
2010-02-25 08:58:39Z,Woodland Rue,251,1188,1269,590,1788
2013-05-03 02:11:02Z,Dunstans  Walk,490,1089,1599,881,306
2012-06-20 16:16:18Z,Bigland  Grove,298,541,309,79,840
2010-09-10 19:01:36Z,Bocking   Pass,454,1438,1483,1427,1898
2017-06-26 09:04:34Z,York Pass,1651,312,1494,615,721
2021-03-01 04:17:22Z,Bayberry Walk,1425,890,728,281,1709
2020-11-15 01:20:01Z,Bacton   Boulevard,1009,636,161,1397,878
2013-02-17 02:50:13Z,Ashley Grove,867,890,1997,585,226
2019-01-02 22:48:19Z,Coborn  Street,862,13,593,700,1617
2019-05-17 13:02:14Z,Church Lane,961,1303,859,455,1323
2015-06-17 21:10:31Z,Linden Avenue,560,24,1837,284,1124
2019-05-31 08:20:11Z,Blake  Tunnel,577,1773,149,805,179
2015-08-13 09:16:11Z,Blanchard  Grove,1083,1929,694,1726,1770
2010-05-27 13:51:08Z,English   Lane,1823,1453,570,862,1334
2012-01-25 19:40:52Z,West Route,381,726,1085,307,519
2014-04-18 11:46:15Z,Ernest  Avenue,1618,940,1907,1589,1398
2020-11-24 07:46:18Z,Coleman  Walk,741,1950,695,235,1317
2019-12-10 05:24:30Z,Blackheath  Rue,302,1549,1968,641,1464
2020-01-10 05:21:21Z,Belmore  Walk,837,1834,1629,954,1745
2015-12-23 00:21:06Z,Abbotswell  Road,845,1984,1135,1611,284
2018-09-26 17:32:49Z,Elba  Route,228,639,359,1620,758
2011-05-20 12:32:56Z,Besson  Avenue,1121,1113,861,606,363
2021-08-05 17:23:08Z,Cloth  Street,244,705,1983,1506,1853
2018-03-07 13:35:47Z,Ayres   Street,109,1606,991,596,125
2011-01-20 20:47:33Z,Cleveland  Road,1834,864,23,751,1678
2016-05-18 19:44:26Z,Queen Caroline   Boulevard,1768,395,1654,1637,1252
2012-05-02 21:57:20Z,Balham   Alley,698,1004,1254,1615,1767
2020-10-13 16:28:20Z,Dunstans  Pass,197,870,1120,1483,1103
2020-04-09 01:43:02Z,Thomas  Pass,1411,1838,596,941,488
2015-12-02 16:52:34Z,Linden Crossroad,1667,166,1018,1496,63
2017-11-23 00:03:56Z,Sherlock   Lane,338,198,785,517,1768
2018-02-28 03:53:35Z,Black Friars   Alley,1173,1593,1416,1019,826
2017-08-12 05:44:27Z,Apsley    Hill,535,1202,954,466,1606
2019-11-12 10:41:58Z,Jackson Rue,1616,1500,398,157,1970
2017-06-04 02:44:39Z,Viscount   Rue,1456,993,1424,81,1043
2012-07-11 10:48:12Z,Cobden  Road,1239,1663,1583,1563,1302
2020-09-19 08:26:53Z,Elystan  Alley,1854,1976,1915,622,670
2017-10-21 15:38:42Z,Balham   Drive,1156,1746,1961,1041,1526
2013-01-30 06:15:09Z,Rail Road,1556,261,735,573,408
2021-12-18 06:22:13Z,Mariner  Hill,1282,1138,1448,165,422
2021-03-03 19:08:33Z,Cingworth  Crossroad,1254,508,1837,1602,261
2010-10-20 03:09:38Z,Bond Tunnel,1818,420,1655,1887,97
2015-02-26 17:21:19Z,Boleyn  Boulevard,86,464,823,1593,1361
2010-05-04 09:24:01Z,Baltic  Alley,1883,1006,227,736,806
2020-04-09 05:14:03Z,Chatsworth  Hill,733,1319,1028,510,535
2020-07-16 10:23:11Z,Carnegie   Crossroad,578,422,1373,779,667
2014-12-15 02:44:13Z,Becher  Road,1640,537,649,1660,1361
2022-12-01 22:08:05Z,Queen Boulevard,989,1731,1504,566,851
2019-11-12 13:56:37Z,Ellerslie Avenue,127,429,1805,1363,27
2015-12-09 19:07:18Z,Bermondsey    Hill,689,1678,491,1861,874
2011-09-12 10:25:02Z,Gautrey  Drive,1920,1432,1641,1275,102
2022-06-03 08:08:16Z,Longmoore   Drive,649,410,220,1855,1997
2022-09-29 11:18:57Z,Hickory   Hill,1822,1043,1825,75,990
2014-03-08 10:29:11Z,Canon Road,156,509,373,1721,752
2015-04-13 20:45:09Z,Rosewood Tunnel,762,1030,81,1641,1018
2011-09-18 10:54:43Z,Clyde Route,819,1609,599,1449,27
2015-12-27 00:40:45Z,Black Friars   Drive,648,255,1711,1483,277
2017-11-09 02:25:11Z,Ayres   Road,1331,281,796,1993,1348
2020-07-24 07:01:15Z,Ashley Avenue,1347,1690,764,1122,1303
2015-02-08 09:44:28Z,Arline    Alley,861,382,1826,1930,1535
2022-11-30 20:48:18Z,Camdale  Drive,729,278,319,654,34
2020-03-22 05:20:43Z,Thomas Doyle   Rue,1704,907,21,719,1154
2022-05-22 16:00:26Z,Lincoln Boulevard,1123,1420,414,167,1417
2010-08-01 07:09:26Z,Becher  Vale,1382,961,486,804,649
2014-11-21 14:31:08Z,Kinglake  Street,1509,678,920,1909,817
2015-06-01 21:07:17Z,Queen Road,117,1155,899,240,1866
2011-01-05 03:58:34Z,Union  Pass,1433,1525,1060,234,351
2018-03-03 07:21:54Z,Fairbairn  Boulevard,661,1910,1735,1247,1507
2018-04-10 21:14:18Z,Shepherds  Tunnel,1301,845,1331,1904,410
2015-10-04 12:21:08Z,Arbutus   Walk,90,1244,1395,850,583
2013-02-19 06:46:55Z,Thomas  Tunnel,1503,494,988,505,620
2014-03-18 12:03:20Z,Arlington  Road,948,225,215,903,446
2015-07-05 20:47:32Z,Virginia Lane,1061,1820,491,1851,658
2014-06-27 15:55:31Z,Aspen Tunnel,825,1342,837,916,1905
2011-09-24 05:48:04Z,Clarges   Rue,1993,297,1171,636,1679
2010-03-29 19:53:07Z,Fieldstone Hill,1723,1433,1168,14,768
2022-12-08 04:22:23Z,Hickory   Boulevard,417,1399,873,66,1529
2016-02-15 17:34:43Z,Blomfield  Walk,1681,1827,195,681,22
2016-07-26 15:04:36Z,Caldwell   Crossroad,1659,1618,1404,1748,1892
2019-09-26 05:37:41Z,Erindale Alley,1354,1879,1771,1763,1614
2013-04-19 09:08:31Z,Belfort  Road,89,1752,1341,1818,87
2022-10-17 15:41:18Z,Canal  Pass,722,1740,1254,661,1781
2016-10-29 00:20:06Z,Tisbury  Vale,1463,473,315,910,259
